sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
Batch_1_USDA71_S87	Batch_1_USDA71_S87	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA71_S87_R1_001.fastq.gz	Batch_1_USDA71_S87_R2_001.fastq.gz				
Batch_1_USDA72_S183	Batch_1_USDA72_S183	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA72_S183_R1_001.fastq.gz	Batch_1_USDA72_S183_R2_001.fastq.gz				
Batch_1_USDA73_S166	Batch_1_USDA73_S166	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA73_S166_R1_001.fastq.gz	Batch_1_USDA73_S166_R2_001.fastq.gz				
Batch_1_USDA74_S127	Batch_1_USDA74_S127	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA74_S127_R1_001.fastq.gz	Batch_1_USDA74_S127_R2_001.fastq.gz				
Batch_1_USDA75_S218	Batch_1_USDA75_S218	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA75_S218_R1_001.fastq.gz	Batch_1_USDA75_S218_R2_001.fastq.gz				
Batch_1_USDA76_S137	Batch_1_USDA76_S137	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA76_S137_R1_001.fastq.gz	Batch_1_USDA76_S137_R2_001.fastq.gz				
Batch_1_USDA77_S4	Batch_1_USDA77_S4	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA77_S4_R1_001.fastq.gz	Batch_1_USDA77_S4_R2_001.fastq.gz				
Batch_1_USDA78_S28	Batch_1_USDA78_S28	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA78_S28_R1_001.fastq.gz	Batch_1_USDA78_S28_R2_001.fastq.gz				
Batch_1_USDA79_S264	Batch_1_USDA79_S264	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA79_S264_R1_001.fastq.gz	Batch_1_USDA79_S264_R2_001.fastq.gz				
Batch_1_USDA8_S115	Batch_1_USDA8_S115	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA8_S115_R1_001.fastq.gz	Batch_1_USDA8_S115_R2_001.fastq.gz				
Batch_1_USDA80_S221	Batch_1_USDA80_S221	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA80_S221_R1_001.fastq.gz	Batch_1_USDA80_S221_R2_001.fastq.gz				
Batch_1_USDA81_S225	Batch_1_USDA81_S225	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA81_S225_R1_001.fastq.gz	Batch_1_USDA81_S225_R2_001.fastq.gz				
Batch_1_USDA83_S228	Batch_1_USDA83_S228	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA83_S228_R1_001.fastq.gz	Batch_1_USDA83_S228_R2_001.fastq.gz				
Batch_1_USDA84_S2	Batch_1_USDA84_S2	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA84_S2_R1_001.fastq.gz	Batch_1_USDA84_S2_R2_001.fastq.gz				
Batch_1_USDA86_S278	Batch_1_USDA86_S278	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA86_S278_R1_001.fastq.gz	Batch_1_USDA86_S278_R2_001.fastq.gz				
Batch_1_USDA87_S267	Batch_1_USDA87_S267	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA87_S267_R1_001.fastq.gz	Batch_1_USDA87_S267_R2_001.fastq.gz				
Batch_1_USDA88_S270	Batch_1_USDA88_S270	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA88_S270_R1_001.fastq.gz	Batch_1_USDA88_S270_R2_001.fastq.gz				
Batch_1_USDA89_S174	Batch_1_USDA89_S174	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA89_S174_R1_001.fastq.gz	Batch_1_USDA89_S174_R2_001.fastq.gz				
Batch_1_USDA9_S64	Batch_1_USDA9_S64	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA9_S64_R1_001.fastq.gz	Batch_1_USDA9_S64_R2_001.fastq.gz				
Batch_1_USDA90_S259	Batch_1_USDA90_S259	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA90_S259_R1_001.fastq.gz	Batch_1_USDA90_S259_R2_001.fastq.gz				
Batch_1_USDA91_S254	Batch_1_USDA91_S254	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA91_S254_R1_001.fastq.gz	Batch_1_USDA91_S254_R2_001.fastq.gz				
Batch_1_USDA92_S72	Batch_1_USDA92_S72	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA92_S72_R1_001.fastq.gz	Batch_1_USDA92_S72_R2_001.fastq.gz				
Batch_1_USDA93_S91	Batch_1_USDA93_S91	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA93_S91_R1_001.fastq.gz	Batch_1_USDA93_S91_R2_001.fastq.gz				
Batch_1_USDA94_S96	Batch_1_USDA94_S96	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA94_S96_R1_001.fastq.gz	Batch_1_USDA94_S96_R2_001.fastq.gz				
Batch_1_USDA95_S13	Batch_1_USDA95_S13	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA95_S13_R1_001.fastq.gz	Batch_1_USDA95_S13_R2_001.fastq.gz				
Batch_1_USDA96_S168	Batch_1_USDA96_S168	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA96_S168_R1_001.fastq.gz	Batch_1_USDA96_S168_R2_001.fastq.gz				
Batch_1_USDA97_S152	Batch_1_USDA97_S152	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA97_S152_R1_001.fastq.gz	Batch_1_USDA97_S152_R2_001.fastq.gz				
Batch_1_USDA98_S69	Batch_1_USDA98_S69	Amplicon sequencing of bovine teat apex microbiome	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	"DNA was extracted from each sample using the PowerSoil Pro Kit (Qiagen, Hilden, Germany).  The extraction of DNA was automated on the QiaCube Connect instrument (Qiagen, Hilden, Germany).  The V4 region of the 16S rRNA gene was amplified using the Meta_V4_515F and Meta_V4_806R primer pair.  Amplified libraries were then sequenced on an Illumina MiSeq instrument (Illumina Inc., San Diego, CA) using the v3 chemistry (2x300 base pairs)."	fastq	Batch_1_USDA98_S69_R1_001.fastq.gz	Batch_1_USDA98_S69_R2_001.fastq.gz				
